   Pwr.(w),TFR (mg/min),O2-Lo (cc/m),Temp(C),Pres.(torr),Space(mils),Total He Carrier (sccm),k value
720.0,4600.0,148.0,360.0,8.2,380.0,1125.0,3.2758824666089823
1040.0,5100.0,118.0,320.0,8.7,380.0,900.0,3.5011586883316257
750.0,1200.0,43.0,320.0,10.2,380.0,750.0,3.0312028669886972
780.0,2900.0,258.0,380.0,7.7,380.0,775.0,2.935264700749042
920.0,800.0,28.0,300.0,5.7,380.0,1150.0,3.481761029698217
740.0,4600.0,98.0,320.0,8.2,380.0,875.0,2.8588425286265373
920.0,3800.0,223.0,360.0,8.7,380.0,1325.0,2.8423251302597823
900.0,3600.0,123.0,300.0,7.7,380.0,1200.0,3.5954343586137725
620.0,1900.0,48.0,360.0,7.7,380.0,1125.0,3.450019512047571
890.0,3200.0,318.0,380.0,4.7,380.0,800.0,3.2708972988611063
670.0,1500.0,53.0,380.0,7.2,380.0,775.0,3.1378464420615386
960.0,5200.0,348.0,340.0,10.2,380.0,1075.0,3.124720521765078
920.0,4900.0,333.0,380.0,6.7,380.0,575.0,3.6392108044464084
640.0,1600.0,148.0,300.0,9.2,380.0,650.0,2.7150211182305095
620.0,4100.0,28.0,320.0,7.7,380.0,800.0,3.536197381509285
520.0,1200.0,23.0,380.0,8.2,380.0,850.0,3.4309235344373006
440.0,3900.0,28.0,380.0,7.7,380.0,775.0,3.0332158137331935
730.0,5300.0,53.0,380.0,8.2,380.0,775.0,3.7734897712786077
760.0,3800.0,148.0,340.0,8.2,380.0,1200.0,3.667499589046149
320.0,1100.0,133.0,320.0,10.2,380.0,1175.0,3.460093917738533
710.0,5200.0,38.0,380.0,5.7,380.0,675.0,3.51898393729285
640.0,900.0,193.0,280.0,9.7,380.0,775.0,3.6412903300814197
410.0,1900.0,23.0,360.0,9.2,380.0,1375.0,3.364159554662999
290.0,1800.0,213.0,380.0,6.7,380.0,525.0,3.7196187441591064
460.0,1000.0,48.0,300.0,9.7,380.0,975.0,3.1471792153636375
950.0,700.0,243.0,320.0,5.7,380.0,1125.0,3.6581276811110333
390.0,3900.0,153.0,380.0,4.7,380.0,725.0,3.4081660783467242
820.0,4500.0,153.0,320.0,7.7,380.0,925.0,3.5173767173640105
660.0,2000.0,103.0,360.0,8.7,380.0,925.0,3.545425733177193
600.0,5100.0,83.0,380.0,7.7,380.0,1100.0,3.0933728772287385
670.0,2700.0,53.0,380.0,8.7,380.0,1150.0,3.4893590237746115
760.0,3100.0,63.0,320.0,8.7,380.0,1050.0,2.9088421602925254
620.0,4300.0,28.0,320.0,10.2,380.0,1275.0,3.4274902594876786
790.0,3200.0,258.0,320.0,8.2,380.0,950.0,3.27802237618714
420.0,1200.0,93.0,320.0,8.2,380.0,475.0,3.1773313519611346
720.0,3000.0,63.0,360.0,8.2,380.0,1425.0,3.0209286765976144
690.0,3000.0,48.0,380.0,10.2,380.0,1300.0,2.939286182233913
910.0,4000.0,73.0,360.0,8.2,380.0,975.0,3.5096230070262324
460.0,1200.0,53.0,380.0,7.7,380.0,700.0,3.368682608886412
750.0,5100.0,78.0,380.0,4.7,380.0,800.0,3.827330700764807
860.0,4300.0,243.0,320.0,7.7,380.0,1225.0,3.524087796602731
840.0,4100.0,43.0,360.0,7.7,380.0,1350.0,3.490136029349436
520.0,1200.0,118.0,320.0,9.2,380.0,775.0,2.7617355915288253
1030.0,4600.0,288.0,360.0,9.2,380.0,650.0,2.9237427965532063
890.0,4000.0,373.0,360.0,9.7,380.0,1150.0,3.3173777593817775
1030.0,4000.0,138.0,380.0,4.7,380.0,1200.0,3.439983459136827
710.0,2600.0,148.0,360.0,7.7,380.0,1425.0,3.4357734278665473
480.0,5100.0,28.0,380.0,9.7,380.0,1175.0,3.5478027157050485
650.0,4900.0,173.0,380.0,7.7,380.0,625.0,3.5013496062697858
760.0,5200.0,148.0,380.0,7.7,380.0,1225.0,3.78268842808436
520.0,4400.0,18.0,380.0,8.2,380.0,925.0,3.5756901621806634
850.0,4400.0,103.0,320.0,8.7,380.0,1100.0,3.615897885485353
890.0,2200.0,73.0,340.0,8.2,380.0,1400.0,3.8829500831398303
590.0,3300.0,268.0,380.0,5.7,380.0,1400.0,3.433620269403497
900.0,4700.0,173.0,320.0,7.7,380.0,1100.0,2.78547392201366
520.0,3400.0,113.0,340.0,8.2,380.0,1350.0,3.1042182320404414
740.0,4200.0,298.0,380.0,5.2,380.0,1175.0,3.4719897558746458
700.0,4900.0,173.0,380.0,7.7,380.0,1075.0,3.811745587473346
1020.0,3600.0,438.0,380.0,5.2,380.0,950.0,3.8116604194071995
990.0,5400.0,423.0,340.0,8.2,380.0,800.0,3.369532327771547
910.0,1100.0,13.0,380.0,5.7,380.0,575.0,3.503030462722182
520.0,1600.0,253.0,320.0,6.7,380.0,575.0,2.8810713087315207
890.0,4700.0,118.0,280.0,8.2,380.0,1150.0,3.0623930204499477
650.0,1100.0,138.0,280.0,9.7,380.0,600.0,3.3517820786399635
1040.0,900.0,263.0,380.0,4.7,380.0,1200.0,4.167691326223859
750.0,2900.0,248.0,320.0,8.7,380.0,925.0,3.2352045940656153
860.0,4800.0,103.0,380.0,7.7,380.0,1000.0,3.5961340570028044
410.0,3100.0,118.0,380.0,5.2,380.0,1450.0,3.916306681154805
690.0,4700.0,23.0,380.0,6.2,380.0,850.0,3.002172896887904
470.0,1200.0,38.0,280.0,8.7,380.0,875.0,3.511553189179968
370.0,2700.0,53.0,380.0,5.7,380.0,675.0,3.376311476791654
720.0,4700.0,88.0,360.0,9.2,380.0,1400.0,3.108646965763235
1000.0,4400.0,278.0,340.0,9.2,380.0,950.0,3.6549625522297378
420.0,1500.0,208.0,300.0,10.2,380.0,950.0,2.6403808882746547
750.0,4500.0,103.0,380.0,6.2,380.0,800.0,3.6241265459762686
640.0,2900.0,43.0,380.0,10.2,380.0,950.0,3.6547154396153885
620.0,5000.0,28.0,360.0,7.7,380.0,775.0,2.8492436649110484
990.0,5000.0,278.0,380.0,5.2,380.0,600.0,3.679528748604125
990.0,4700.0,323.0,380.0,5.2,380.0,950.0,3.413063541169868
410.0,1300.0,28.0,340.0,10.2,380.0,575.0,2.941923556185716
800.0,3800.0,23.0,340.0,9.2,380.0,1325.0,3.16576114092586
1030.0,800.0,148.0,320.0,10.2,380.0,575.0,2.9270068812584715
990.0,700.0,408.0,380.0,5.2,380.0,1200.0,3.962915112940273
660.0,5000.0,398.0,380.0,5.2,380.0,475.0,3.650991808744823
900.0,5000.0,98.0,360.0,8.2,380.0,1400.0,3.481012445771949
640.0,5100.0,48.0,320.0,9.2,380.0,1350.0,2.9540100122744306
850.0,3800.0,243.0,380.0,6.7,380.0,750.0,3.0481604903465693
930.0,4400.0,203.0,380.0,5.2,380.0,700.0,3.5449258063693048
850.0,3300.0,133.0,380.0,8.2,380.0,1075.0,3.5656243831560284
490.0,3200.0,13.0,340.0,9.7,380.0,1075.0,3.178153829558863
640.0,1000.0,98.0,300.0,9.7,380.0,1125.0,2.8443391074491746
670.0,2400.0,53.0,320.0,9.2,380.0,875.0,3.442146953799271
750.0,3100.0,88.0,340.0,8.7,380.0,625.0,3.3638310883838294
320.0,1100.0,133.0,320.0,8.7,380.0,925.0,3.4079540362614558
1010.0,4900.0,298.0,320.0,9.7,380.0,600.0,3.2230853251106364
690.0,2300.0,28.0,320.0,9.7,380.0,1375.0,3.3710520747901134
920.0,3800.0,43.0,380.0,5.7,380.0,825.0,3.6713749894822394
970.0,5300.0,253.0,380.0,5.2,380.0,1150.0,3.5040556705802217
870.0,4400.0,133.0,320.0,9.7,380.0,1225.0,2.873941741364726
1020.0,5200.0,293.0,320.0,9.2,380.0,1050.0,3.0029187305015803
780.0,600.0,78.0,380.0,5.2,380.0,1200.0,3.9179731705148475
930.0,4400.0,363.0,300.0,8.2,380.0,925.0,3.630483879055676
650.0,5000.0,23.0,380.0,9.2,380.0,1000.0,3.119612284597415
920.0,4300.0,78.0,380.0,6.7,380.0,825.0,3.594350392049567
960.0,5300.0,93.0,380.0,7.7,380.0,1075.0,3.656626561853753
920.0,3400.0,183.0,340.0,9.2,380.0,1450.0,2.940533838575788
610.0,1100.0,143.0,300.0,9.2,380.0,1250.0,3.772536675346367
960.0,4600.0,243.0,380.0,6.7,380.0,825.0,3.604739355712472
520.0,1200.0,28.0,320.0,5.7,380.0,525.0,3.0400782800529784
750.0,5300.0,38.0,380.0,5.2,380.0,1200.0,3.337834293496686
790.0,5000.0,53.0,340.0,10.2,380.0,1400.0,3.169492639026447
620.0,4500.0,158.0,380.0,4.7,380.0,675.0,3.546159860145144
820.0,1600.0,168.0,300.0,10.2,380.0,800.0,3.245567826898463
580.0,4400.0,123.0,380.0,4.7,380.0,1450.0,3.5113603836443312
780.0,1000.0,53.0,320.0,6.7,380.0,1400.0,3.5151608116687325
790.0,3000.0,148.0,360.0,7.7,380.0,825.0,3.0134649552317665
310.0,5100.0,13.0,380.0,6.7,380.0,1300.0,3.7954106547005653
550.0,2900.0,48.0,380.0,6.7,380.0,825.0,3.4712888601677636
950.0,4600.0,393.0,380.0,7.7,380.0,825.0,3.0112894294124706
910.0,1200.0,53.0,300.0,9.7,380.0,1250.0,3.272134196524874
680.0,5300.0,28.0,380.0,5.7,380.0,725.0,2.9840323833846343
750.0,2300.0,133.0,320.0,8.2,380.0,1450.0,3.7978176063875884
550.0,3900.0,78.0,380.0,7.7,380.0,525.0,3.1380117797854545
870.0,4000.0,308.0,380.0,5.2,380.0,825.0,3.290608870332451
820.0,3200.0,183.0,380.0,5.2,380.0,525.0,3.773714319194795
960.0,4400.0,128.0,360.0,8.7,380.0,1175.0,3.2512656964971467
390.0,5300.0,93.0,380.0,7.7,380.0,475.0,3.4486320013862435
550.0,2000.0,73.0,380.0,7.7,380.0,925.0,3.2310901004689248
270.0,1600.0,23.0,320.0,6.2,380.0,950.0,2.86153472933957
400.0,2300.0,83.0,320.0,8.7,380.0,1475.0,3.04736897735645
470.0,2500.0,48.0,340.0,7.7,380.0,1300.0,2.9581514434467797
320.0,2000.0,48.0,380.0,9.7,380.0,1000.0,3.0305675361493414
880.0,4700.0,13.0,380.0,7.7,380.0,1200.0,3.5031360412926165
980.0,5200.0,273.0,320.0,10.2,380.0,1250.0,2.781354846323438
920.0,1800.0,113.0,340.0,10.2,380.0,975.0,3.374214991848385
810.0,3500.0,143.0,360.0,9.7,380.0,1075.0,3.4663205883530717
850.0,4800.0,63.0,380.0,5.7,380.0,1375.0,3.4635667693612744
850.0,1200.0,173.0,320.0,10.2,380.0,1325.0,3.2327831746723823
850.0,2300.0,98.0,340.0,8.7,380.0,950.0,3.6510254937409883
920.0,5000.0,78.0,320.0,10.2,380.0,900.0,3.2911154099951037
960.0,800.0,333.0,320.0,10.2,380.0,800.0,3.19838114915632
390.0,1500.0,153.0,340.0,10.2,380.0,950.0,3.026953918498851
630.0,1500.0,213.0,280.0,10.2,380.0,1050.0,3.0839979788372736
450.0,900.0,173.0,320.0,8.2,380.0,1375.0,3.406318603502564
890.0,1100.0,203.0,380.0,4.7,380.0,1175.0,4.324194616768137
940.0,4800.0,23.0,380.0,6.7,380.0,700.0,3.475082030376848
390.0,4100.0,228.0,380.0,4.7,380.0,525.0,3.3817876594624208
790.0,4700.0,253.0,360.0,7.7,380.0,1175.0,3.1704770373298747
760.0,4200.0,103.0,380.0,6.7,380.0,650.0,3.7834197499874933
750.0,3000.0,348.0,380.0,7.7,380.0,750.0,3.00658817110663
1030.0,900.0,148.0,320.0,9.2,380.0,675.0,3.0263331743519277
640.0,4200.0,178.0,360.0,7.7,380.0,1025.0,3.418143448266766
500.0,1200.0,18.0,280.0,10.2,380.0,750.0,2.6792707719247577
870.0,3800.0,378.0,320.0,8.2,380.0,1025.0,3.363798653229884
470.0,3100.0,38.0,380.0,8.7,380.0,1400.0,3.107003717590092
840.0,3900.0,308.0,380.0,5.7,380.0,800.0,3.723795916767494
620.0,5300.0,73.0,380.0,6.7,380.0,1125.0,3.1962416921700267
630.0,2400.0,23.0,320.0,7.7,380.0,1450.0,3.106542511116168
860.0,4100.0,353.0,380.0,5.7,380.0,975.0,3.439488442615559
620.0,2400.0,73.0,360.0,10.2,380.0,1475.0,3.3960662116315943
650.0,1500.0,98.0,360.0,8.2,380.0,850.0,3.3252111867445153
940.0,5100.0,53.0,360.0,8.2,380.0,1200.0,3.5887062427741236
780.0,4400.0,233.0,360.0,7.7,380.0,1150.0,2.724335952111191
930.0,5400.0,28.0,340.0,7.7,380.0,1200.0,3.1180126289682515
940.0,5000.0,108.0,360.0,7.7,380.0,1375.0,3.449399496526765
910.0,4500.0,203.0,380.0,5.2,380.0,875.0,3.0764099152673197
570.0,2200.0,98.0,340.0,9.2,380.0,975.0,3.0640042945065957
520.0,5200.0,228.0,380.0,6.7,380.0,725.0,3.5266095706340246
910.0,3800.0,83.0,340.0,9.7,380.0,1450.0,2.9429126030355035
960.0,900.0,163.0,380.0,5.2,380.0,1175.0,4.123279868395877
260.0,1500.0,128.0,300.0,6.7,380.0,675.0,2.7830288940042642
950.0,4600.0,378.0,360.0,8.7,380.0,650.0,3.1085502340714086
980.0,5100.0,358.0,360.0,7.7,380.0,1025.0,3.3566245417351883
600.0,600.0,28.0,380.0,5.7,380.0,1275.0,3.8884682813087164
720.0,2900.0,208.0,360.0,8.7,380.0,1400.0,3.237322863263648
400.0,900.0,23.0,240.0,8.7,380.0,975.0,3.1370854535525896
940.0,800.0,158.0,300.0,9.7,380.0,875.0,3.6366134139972255
860.0,4200.0,23.0,380.0,6.7,380.0,850.0,3.2415317667160517
970.0,5200.0,98.0,340.0,7.7,380.0,1225.0,3.408549645842082
590.0,2200.0,183.0,360.0,8.2,380.0,1425.0,3.257309578938349
460.0,2000.0,13.0,380.0,7.7,380.0,950.0,3.2626121112110833
870.0,4200.0,243.0,380.0,6.2,380.0,950.0,3.3322718785887298
850.0,4800.0,168.0,380.0,4.7,380.0,900.0,3.249585438630699
470.0,3600.0,38.0,360.0,7.7,380.0,1300.0,2.799192108738042
790.0,4100.0,88.0,360.0,9.2,380.0,1275.0,3.146378154884381
830.0,1000.0,188.0,380.0,5.2,380.0,1250.0,3.6794664020917143
930.0,1100.0,168.0,320.0,6.7,380.0,725.0,3.389641731913627
380.0,5000.0,13.0,380.0,6.7,380.0,675.0,3.748813958977329
620.0,1600.0,48.0,340.0,10.2,380.0,725.0,3.307165753967775
490.0,4000.0,23.0,380.0,9.2,380.0,725.0,3.3501594033852204
380.0,700.0,243.0,380.0,4.7,380.0,1250.0,3.315124315402268
530.0,1900.0,53.0,380.0,7.7,380.0,1375.0,3.8243407961327573
540.0,2500.0,93.0,380.0,8.2,380.0,1000.0,3.446738654669673
280.0,5100.0,178.0,380.0,7.7,380.0,1450.0,3.036812620834973
450.0,1100.0,83.0,320.0,9.2,380.0,1175.0,3.193927897225294
600.0,3900.0,23.0,340.0,9.7,380.0,1275.0,2.7543846904531213
890.0,4400.0,313.0,380.0,6.2,380.0,800.0,3.5086611074522747
600.0,4400.0,73.0,380.0,8.2,380.0,1475.0,3.003554920716592
540.0,2100.0,123.0,380.0,7.7,380.0,475.0,3.1613242484263218
510.0,2300.0,43.0,380.0,9.7,380.0,475.0,3.444718259626489
330.0,2000.0,158.0,360.0,8.7,380.0,1000.0,3.4588152525480256
450.0,1500.0,43.0,380.0,9.2,380.0,550.0,3.0143230074375307
900.0,3900.0,238.0,360.0,9.2,380.0,1200.0,3.5517928268698595
470.0,5200.0,23.0,380.0,5.7,380.0,1200.0,3.795902989568902
820.0,3700.0,38.0,380.0,5.7,380.0,700.0,3.6609584682084275
540.0,1400.0,153.0,320.0,10.2,380.0,1000.0,3.128053274530745
850.0,4100.0,93.0,380.0,8.2,380.0,675.0,2.935764318981745
760.0,3100.0,73.0,340.0,7.7,380.0,1025.0,3.4330995442523156
690.0,3300.0,58.0,380.0,5.2,380.0,575.0,3.2274668225248413
540.0,2100.0,203.0,360.0,8.2,380.0,1475.0,3.2776023917083768
540.0,1300.0,143.0,320.0,9.2,380.0,1100.0,3.425491165078756
620.0,4800.0,358.0,380.0,5.2,380.0,675.0,3.8742656627753917
910.0,4900.0,133.0,320.0,9.7,380.0,1250.0,2.8279446379122866
820.0,2800.0,138.0,380.0,7.7,380.0,750.0,3.7773207305629364
690.0,5400.0,173.0,380.0,4.7,380.0,750.0,3.0788948432492793
330.0,1200.0,163.0,380.0,8.2,380.0,500.0,3.2230205822298945
1010.0,4600.0,358.0,360.0,10.2,380.0,875.0,3.299674981849934
750.0,1200.0,93.0,300.0,6.7,380.0,550.0,3.2501101805038553
920.0,4500.0,103.0,300.0,7.7,380.0,1400.0,2.8198780155806245
620.0,1200.0,23.0,320.0,6.7,380.0,650.0,3.0011297052699586
580.0,1500.0,108.0,360.0,8.7,380.0,1100.0,2.864785665863892
860.0,3700.0,93.0,340.0,9.7,380.0,1175.0,3.375107535854682
640.0,5300.0,173.0,340.0,8.2,380.0,1375.0,2.990136672986808
890.0,5200.0,338.0,380.0,5.2,380.0,575.0,3.271521667823868
1030.0,3200.0,28.0,360.0,10.2,380.0,1100.0,3.0691168764255066
340.0,3500.0,13.0,380.0,8.2,380.0,775.0,3.3498916865696398
670.0,2500.0,143.0,360.0,7.7,380.0,550.0,3.226404764621514
940.0,4600.0,293.0,340.0,5.2,380.0,1150.0,3.146004868461608
260.0,1000.0,228.0,360.0,6.7,380.0,1250.0,3.5134704665688172
420.0,1400.0,53.0,320.0,7.7,380.0,725.0,3.200891527553833
390.0,2300.0,153.0,380.0,5.7,380.0,625.0,3.5773552599414913
470.0,5300.0,118.0,380.0,6.2,380.0,525.0,3.286544099241823
1040.0,4400.0,358.0,320.0,9.2,380.0,1250.0,3.22675419256625
420.0,3400.0,28.0,340.0,10.2,380.0,1250.0,3.0166565494587845
460.0,1800.0,118.0,360.0,7.7,380.0,600.0,2.776811613023921
920.0,5400.0,13.0,380.0,7.7,380.0,1475.0,3.513578810030096
910.0,3000.0,403.0,380.0,5.2,380.0,500.0,3.957574900048545
1020.0,3000.0,133.0,380.0,5.2,380.0,775.0,3.326925061939182
950.0,4900.0,283.0,380.0,4.7,380.0,1175.0,3.1796930984073377
750.0,5200.0,108.0,360.0,9.7,380.0,1025.0,3.2177446235867544
770.0,3200.0,63.0,320.0,8.2,380.0,1100.0,2.9529774159236095
670.0,4000.0,48.0,360.0,7.7,380.0,1475.0,3.1393478796405816
460.0,3400.0,13.0,320.0,9.7,380.0,1075.0,3.6733313828918246
980.0,1000.0,248.0,300.0,8.7,380.0,800.0,3.476834692446825
230.0,4400.0,78.0,380.0,7.7,380.0,875.0,2.8620710787063617
840.0,1500.0,103.0,320.0,10.2,380.0,1225.0,3.271092950827477
700.0,4300.0,143.0,380.0,6.7,380.0,1475.0,3.9051819093577236
610.0,2300.0,253.0,380.0,7.7,380.0,600.0,3.764176988498095
450.0,1900.0,108.0,360.0,8.2,380.0,1300.0,3.27786538733356
810.0,4300.0,73.0,360.0,9.2,380.0,975.0,3.2180929067359507
750.0,4900.0,48.0,380.0,9.2,380.0,1125.0,3.7998056437039094
740.0,4100.0,103.0,340.0,9.7,380.0,1375.0,3.2586258618521757
840.0,4100.0,148.0,300.0,8.2,380.0,1175.0,2.8624485743291137
410.0,1500.0,88.0,340.0,8.2,380.0,950.0,3.2563274509906703
790.0,3300.0,158.0,380.0,5.2,380.0,700.0,3.6619177087016057
1010.0,4800.0,313.0,380.0,5.7,380.0,925.0,3.608827705271625
890.0,3800.0,63.0,360.0,8.7,380.0,1475.0,2.929341078616215
370.0,1200.0,158.0,320.0,8.7,380.0,875.0,2.763270683925527
980.0,3900.0,428.0,380.0,5.2,380.0,950.0,3.4903472626807375
620.0,1300.0,38.0,320.0,6.7,380.0,825.0,3.1960724401439484
670.0,2100.0,53.0,320.0,7.7,380.0,825.0,2.8681235321100758
540.0,2900.0,128.0,380.0,7.7,380.0,700.0,2.872136053455636
820.0,3900.0,253.0,360.0,8.7,380.0,1025.0,3.3941950935247527
630.0,4000.0,133.0,380.0,4.7,380.0,575.0,3.579329783196783
870.0,4500.0,308.0,340.0,8.2,380.0,1150.0,3.4210860088264368
690.0,2900.0,93.0,340.0,8.2,380.0,475.0,3.427775499222354
530.0,1100.0,83.0,300.0,8.2,380.0,675.0,3.2977990308027074
380.0,3900.0,43.0,380.0,5.7,380.0,500.0,3.4313247269087643
890.0,5000.0,43.0,380.0,5.7,380.0,1375.0,3.322250000659239
660.0,900.0,153.0,320.0,10.2,380.0,1425.0,3.5550286736143337
780.0,4400.0,98.0,340.0,8.2,380.0,1075.0,2.8821137873622327
910.0,3600.0,53.0,300.0,8.2,380.0,1300.0,3.268183638147664
610.0,1400.0,23.0,280.0,10.2,380.0,700.0,3.0407702135249384
450.0,3900.0,53.0,380.0,5.2,380.0,1400.0,3.669657473301029
760.0,4200.0,208.0,380.0,5.7,380.0,500.0,2.8764623816860677
630.0,2100.0,193.0,360.0,10.2,380.0,1350.0,2.96452477446491
980.0,5000.0,418.0,380.0,5.7,380.0,1025.0,3.5316674997153545
630.0,3300.0,58.0,340.0,9.7,380.0,1200.0,3.7159208948678937
690.0,2900.0,73.0,340.0,8.2,380.0,575.0,3.6078313282508954
970.0,3600.0,353.0,380.0,4.7,380.0,750.0,3.0840059812407015
860.0,4100.0,143.0,340.0,7.7,380.0,1000.0,3.3537895313147272
870.0,4800.0,53.0,300.0,7.7,380.0,1175.0,3.7240856355099776
880.0,4500.0,28.0,340.0,9.7,380.0,1225.0,3.0485748448081047
670.0,2000.0,203.0,360.0,10.2,380.0,1400.0,3.018539392833051
1030.0,5300.0,313.0,340.0,9.7,380.0,900.0,2.7266323697269117
490.0,1000.0,68.0,380.0,5.2,380.0,1425.0,3.957642269424425
1030.0,700.0,258.0,320.0,5.2,380.0,1375.0,3.1648888869850667
860.0,5100.0,28.0,380.0,7.7,380.0,1175.0,3.657490876058434
630.0,3700.0,183.0,380.0,6.7,380.0,1025.0,3.3616990425186843
520.0,1300.0,63.0,320.0,8.2,380.0,825.0,3.5167173909827607
850.0,3700.0,178.0,380.0,7.7,380.0,1050.0,3.3073019932613437
390.0,3600.0,288.0,380.0,5.7,380.0,675.0,3.4906699326135815
450.0,900.0,228.0,320.0,9.2,380.0,575.0,3.206663061279791
990.0,4300.0,438.0,320.0,8.7,380.0,1025.0,3.407800467519012
1020.0,600.0,173.0,320.0,6.7,380.0,1225.0,3.6434674831167175
230.0,4000.0,58.0,380.0,8.2,380.0,1275.0,3.700471150193293
1030.0,4800.0,338.0,380.0,7.7,380.0,1325.0,3.7362611514430717
960.0,4800.0,368.0,380.0,5.7,380.0,1175.0,3.3672890326486176
620.0,4100.0,48.0,340.0,9.7,380.0,1275.0,3.5566979635978786
600.0,3200.0,38.0,360.0,8.2,380.0,1425.0,3.158587762002997
970.0,4600.0,398.0,320.0,9.2,380.0,1225.0,3.0083304162271323
860.0,4100.0,28.0,380.0,4.7,380.0,1150.0,3.487012851603727
460.0,1200.0,243.0,300.0,8.7,380.0,700.0,2.845901348530325
580.0,2400.0,143.0,380.0,7.7,380.0,1450.0,3.316938388993334
1000.0,4900.0,273.0,280.0,8.2,380.0,1050.0,3.0855212207236833
550.0,2800.0,88.0,380.0,7.7,380.0,975.0,3.5622408821687093
470.0,4000.0,48.0,380.0,7.7,380.0,1050.0,3.2489476385231186
840.0,4700.0,238.0,380.0,7.7,380.0,475.0,3.5050430184664854
980.0,5300.0,233.0,320.0,4.7,380.0,1200.0,2.835690949773625
300.0,4000.0,48.0,380.0,6.2,380.0,1475.0,3.2237313238856458
490.0,1500.0,113.0,360.0,9.2,380.0,500.0,3.243184552138173
1020.0,600.0,18.0,380.0,6.7,380.0,1275.0,4.272255578259102
1040.0,5300.0,53.0,380.0,5.7,380.0,475.0,3.5422926359247073
860.0,4200.0,58.0,380.0,5.2,380.0,1125.0,3.907810765576155
1020.0,4600.0,273.0,320.0,8.2,380.0,1275.0,2.8416755822453226
560.0,3000.0,48.0,320.0,8.7,380.0,1425.0,3.357479424557017
990.0,4800.0,443.0,320.0,8.2,380.0,1150.0,3.5087236938188395
890.0,600.0,33.0,300.0,8.2,380.0,1350.0,3.9521425113107993
520.0,2300.0,68.0,360.0,8.7,380.0,1400.0,2.941036181249361
810.0,3400.0,23.0,320.0,8.2,380.0,1475.0,2.888394001724305
910.0,4700.0,133.0,340.0,7.7,380.0,1225.0,3.0735047185133597
800.0,4100.0,73.0,340.0,7.7,380.0,1000.0,3.1922280348168792
880.0,900.0,163.0,300.0,6.7,380.0,775.0,3.7804707802712763
1000.0,4600.0,113.0,360.0,10.2,380.0,1175.0,3.6128286374274414
620.0,4800.0,78.0,380.0,5.7,380.0,475.0,3.060174479843094
710.0,2300.0,108.0,360.0,8.2,380.0,950.0,3.500154863684902
810.0,4700.0,53.0,380.0,8.2,380.0,1350.0,3.151596479540379
620.0,1800.0,248.0,360.0,8.2,380.0,475.0,2.9244427790572827
890.0,3800.0,133.0,360.0,9.2,380.0,750.0,3.2935416208877024
930.0,900.0,38.0,280.0,9.7,380.0,1375.0,3.427173166586234
730.0,4800.0,338.0,380.0,7.7,380.0,1050.0,3.2514807106030825
990.0,5000.0,233.0,380.0,6.2,380.0,850.0,2.973423412046694
920.0,3600.0,123.0,340.0,8.7,380.0,1075.0,2.9684655400338706
440.0,1600.0,78.0,300.0,6.7,380.0,750.0,2.7675485859237625
750.0,3300.0,298.0,320.0,8.2,380.0,1025.0,3.406212264562561
640.0,2000.0,63.0,340.0,10.2,380.0,625.0,3.5603229923639907
580.0,1200.0,68.0,320.0,8.7,380.0,500.0,3.4791573798768205
720.0,4800.0,43.0,380.0,4.7,380.0,750.0,3.280682993584388
740.0,5100.0,168.0,380.0,7.7,380.0,725.0,3.8102396055135346
450.0,3100.0,38.0,320.0,9.2,380.0,1275.0,3.5878217737408913
920.0,3100.0,123.0,360.0,9.2,380.0,1000.0,3.5306560567582848
1030.0,900.0,233.0,300.0,5.2,380.0,1375.0,3.990579617132394
230.0,1100.0,8.0,380.0,7.2,380.0,1225.0,4.037428509177058
520.0,1600.0,68.0,280.0,9.2,380.0,1225.0,3.3363154969728246
980.0,5300.0,153.0,360.0,8.2,380.0,1125.0,3.0877496580493453
850.0,4600.0,313.0,380.0,4.7,380.0,875.0,3.226487138861913
320.0,900.0,43.0,280.0,10.2,380.0,1250.0,3.4769431889628772
820.0,3300.0,53.0,340.0,8.7,380.0,525.0,3.0086824262396865
590.0,4000.0,113.0,380.0,5.2,380.0,1175.0,3.830934513856268
460.0,2900.0,33.0,380.0,7.7,380.0,475.0,3.6216472531910897
950.0,4400.0,413.0,380.0,6.7,380.0,525.0,3.5372531084970666
680.0,1400.0,128.0,300.0,10.2,380.0,1000.0,3.283358814557003
880.0,4000.0,158.0,380.0,5.7,380.0,750.0,3.5945221399925424
270.0,4900.0,23.0,360.0,8.2,380.0,1325.0,3.4018972570969477
590.0,1300.0,28.0,380.0,4.7,380.0,1125.0,4.131690971190454
730.0,1300.0,118.0,320.0,8.7,380.0,675.0,2.8723296743919375
1010.0,3700.0,73.0,380.0,4.7,380.0,575.0,3.5155008148653053
820.0,3800.0,78.0,380.0,7.7,380.0,1200.0,3.3526970475238187
440.0,1700.0,38.0,360.0,8.7,380.0,825.0,3.117473847031229
480.0,1000.0,123.0,280.0,8.7,380.0,1225.0,3.186187650084765
290.0,800.0,73.0,300.0,9.7,380.0,1000.0,2.8756073487678435
730.0,4900.0,118.0,380.0,7.7,380.0,475.0,3.5462433919946355
1000.0,4400.0,248.0,380.0,5.7,380.0,1100.0,3.196557477534711
900.0,3100.0,48.0,300.0,9.2,380.0,1450.0,2.94880924103256
960.0,700.0,298.0,300.0,9.2,380.0,950.0,3.2805743458774477
